estu_cod_reside_mcpio,year,punt_global,INSE,MPIO,DPTO,Indice_penetracion,Zona
15638,2019,248.91112,41.764011,SACHICA,BOYACA,2.47,Urbana
15638,2020,230.15555,42.850742,SACHICA,BOYACA,.74000001,Rural
15638,2020,287.5,53.078434,SACHICA,BOYACA,.74000001,Urbana
15646,2018,244.97144,39.788364,SAMACA,BOYACA,2.8399999,Rural
15646,2018,258.91763,44.960587,SAMACA,BOYACA,2.8399999,Urbana
15646,2019,259.41666,42.395203,SAMACA,BOYACA,2.78,Rural
15646,2019,244.02551,45.344624,SAMACA,BOYACA,2.78,Urbana
15646,2020,250.27551,44.781654,SAMACA,BOYACA,4.02,Rural
15646,2020,265.43115,48.443298,SAMACA,BOYACA,4.02,Urbana
15660,2018,244.28572,42.298786,SAN EDUARDO,BOYACA,2.76,Urbana
15660,2019,269.76001,44.106503,SAN EDUARDO,BOYACA,3.04,Urbana
15660,2020,244.47826,44.273785,SAN EDUARDO,BOYACA,2.77,Urbana
15664,2018,252.55556,45.023293,SAN JOSE DE PARE,BOYACA,1.1,Rural
15664,2018,249.60715,45.198978,SAN JOSE DE PARE,BOYACA,1.1,Urbana
15664,2019,225.1875,43.000477,SAN JOSE DE PARE,BOYACA,1,Rural
15664,2019,241.66667,46.622608,SAN JOSE DE PARE,BOYACA,1,Urbana
15664,2020,244.63637,41.343086,SAN JOSE DE PARE,BOYACA,.51999998,Rural
15664,2020,243,44.165966,SAN JOSE DE PARE,BOYACA,.51999998,Urbana
15667,2018,246.71428,39.720592,SAN LUIS DE GACENO,BOYACA,2.1800001,Rural
15667,2018,263.75,47.956684,SAN LUIS DE GACENO,BOYACA,2.1800001,Urbana
15667,2019,241.15384,43.431175,SAN LUIS DE GACENO,BOYACA,1.95,Rural
15667,2019,269.375,49.289639,SAN LUIS DE GACENO,BOYACA,1.95,Urbana
15667,2020,238.07143,44.01133,SAN LUIS DE GACENO,BOYACA,.55000001,Rural
15667,2020,236.59091,44.816338,SAN LUIS DE GACENO,BOYACA,.55000001,Urbana
15673,2018,251.11765,44.724152,SAN MATEO,BOYACA,3.48,Urbana
15673,2019,252,44.689865,SAN MATEO,BOYACA,3.03,Urbana
15673,2020,248.96428,46.553726,SAN MATEO,BOYACA,.76999998,Urbana
15676,2018,228.41176,39.009464,SAN MIGUEL DE SEMA,BOYACA,1.13,Rural
15676,2018,247.14815,45.284386,SAN MIGUEL DE SEMA,BOYACA,1.13,Urbana
15676,2019,232.57143,43.499794,SAN MIGUEL DE SEMA,BOYACA,1.0599999,Rural
15676,2019,241.46153,43.533245,SAN MIGUEL DE SEMA,BOYACA,1.0599999,Urbana
15676,2020,255.63158,41.848415,SAN MIGUEL DE SEMA,BOYACA,1.36,Rural
15676,2020,256.95239,44.032421,SAN MIGUEL DE SEMA,BOYACA,1.36,Urbana
15681,2018,248.77359,39.45974,SAN PABLO DE BORBUR,BOYACA,1.38,Rural
15681,2018,231.35849,42.677307,SAN PABLO DE BORBUR,BOYACA,1.38,Urbana
15681,2019,222.41861,41.360023,SAN PABLO DE BORBUR,BOYACA,1.5,Rural
15681,2019,233.82857,40.954418,SAN PABLO DE BORBUR,BOYACA,1.5,Urbana
15681,2020,231.5,40.510197,SAN PABLO DE BORBUR,BOYACA,.76999998,Rural
15681,2020,227.08824,44.346375,SAN PABLO DE BORBUR,BOYACA,.76999998,Urbana
15686,2018,297.42856,51.600056,SANTANA,BOYACA,5.5799999,Rural
15686,2018,244.1573,43.798344,SANTANA,BOYACA,5.5799999,Urbana
15686,2019,265.79999,57.583179,SANTANA,BOYACA,2.9000001,Rural
15686,2019,245.26154,44.704632,SANTANA,BOYACA,2.9000001,Urbana
15686,2020,246.5,55.899307,SANTANA,BOYACA,1.3,Rural
15686,2020,239.89706,44.028214,SANTANA,BOYACA,1.3,Urbana
15690,2018,252.2,47.151905,SANTA MARIA,BOYACA,4.6900001,Urbana
15690,2019,245.78723,47.359703,SANTA MARIA,BOYACA,4.4899998,Urbana
15690,2020,245.675,48.973801,SANTA MARIA,BOYACA,2.3699999,Urbana
15693,2018,261.75,37.524883,SANTA ROSA DE VITERBO,BOYACA,.50999999,Rural
15693,2018,297.59,49.130798,SANTA ROSA DE VITERBO,BOYACA,.50999999,Urbana
15693,2019,251.2,41.240002,SANTA ROSA DE VITERBO,BOYACA,.62,Rural
15693,2019,287.42575,51.689171,SANTA ROSA DE VITERBO,BOYACA,.62,Urbana
15693,2020,234.85715,44.432381,SANTA ROSA DE VITERBO,BOYACA,.69999999,Rural
15693,2020,269.50476,51.079655,SANTA ROSA DE VITERBO,BOYACA,.69999999,Urbana
15696,2018,235,42.597034,SANTA SOFIA,BOYACA,1.7,Rural
15696,2018,246.92308,42.374825,SANTA SOFIA,BOYACA,1.7,Urbana
15696,2019,253.5,44.193336,SANTA SOFIA,BOYACA,1.4400001,Urbana
15696,2020,250.13889,45.070793,SANTA SOFIA,BOYACA,.58999997,Urbana
15720,2018,252.39999,41.089458,SATIVANORTE,BOYACA,2.52,Urbana
15720,2019,252.10527,42.382309,SATIVANORTE,BOYACA,2.4300001,Urbana
15720,2020,243.07408,42.84882,SATIVANORTE,BOYACA,.88,Urbana
15723,2018,255.70589,43.804657,SATIVASUR,BOYACA,3.74,Urbana
15723,2019,260.16666,42.069035,SATIVASUR,BOYACA,3.3599999,Urbana
15723,2020,256.89474,41.012936,SATIVASUR,BOYACA,.81,Urbana
15740,2018,242.72549,38.027397,SIACHOQUE,BOYACA,1.04,Urbana
15740,2019,269,39.464649,SIACHOQUE,BOYACA,.87,Rural
15740,2019,246,39.35384,SIACHOQUE,BOYACA,.87,Urbana
15740,2020,239.18813,40.275852,SIACHOQUE,BOYACA,.76999998,Urbana
15753,2018,265.87036,48.560753,SOATA,BOYACA,4.2399998,Urbana
15753,2019,160,51.754932,SOATA,BOYACA,6.02,Rural
15753,2019,265.50961,50.000134,SOATA,BOYACA,6.02,Urbana
15753,2020,255.46043,50.043896,SOATA,BOYACA,4.0999999,Urbana
15755,2018,284.16666,36.219788,SOCOTA,BOYACA,.86000001,Rural
15755,2018,241.13208,42.030518,SOCOTA,BOYACA,.86000001,Urbana
15755,2019,269.53845,38.803928,SOCOTA,BOYACA,.79000002,Rural
15755,2019,253.02174,43.353226,SOCOTA,BOYACA,.79000002,Urbana
15755,2020,222.625,40.195393,SOCOTA,BOYACA,.37,Rural
15755,2020,244.16667,41.400871,SOCOTA,BOYACA,.37,Urbana
15757,2018,236.16667,42.440331,SOCHA,BOYACA,3.22,Rural
15757,2018,254.11023,47.774376,SOCHA,BOYACA,3.22,Urbana
15757,2019,243.8,39.046711,SOCHA,BOYACA,2.46,Rural
15757,2019,255.43956,48.761677,SOCHA,BOYACA,2.46,Urbana
15757,2020,234.54546,41.480091,SOCHA,BOYACA,.81999999,Rural
15757,2020,248.39507,48.564201,SOCHA,BOYACA,.81999999,Urbana
15759,2018,281.04349,46.225376,SOGAMOSO,BOYACA,16.610001,Rural
15759,2018,282.95142,53.231213,SOGAMOSO,BOYACA,16.610001,Urbana
15759,2019,250.95238,42.65123,SOGAMOSO,BOYACA,18.23,Rural
15759,2019,278.3436,54.384785,SOGAMOSO,BOYACA,18.23,Urbana
15759,2020,254.12245,43.575733,SOGAMOSO,BOYACA,20.889999,Rural
15759,2020,278.42657,54.659016,SOGAMOSO,BOYACA,20.889999,Urbana
15761,2018,227,48.380886,SOMONDOCO,BOYACA,1.24,Rural
15761,2018,242.57895,48.774803,SOMONDOCO,BOYACA,1.24,Urbana
15761,2019,256.60001,43.415581,SOMONDOCO,BOYACA,1.49,Rural
15761,2019,242.90909,47.624306,SOMONDOCO,BOYACA,1.49,Urbana
15761,2020,239.28572,49.744305,SOMONDOCO,BOYACA,.31,Rural
15761,2020,242.90475,47.792259,SOMONDOCO,BOYACA,.31,Urbana
15762,2018,252.36363,35.696804,SORA,BOYACA,1.13,Urbana
15762,2019,250.88095,38.962803,SORA,BOYACA,1.38,Urbana
15762,2020,240.02702,39.166031,SORA,BOYACA,.41999999,Urbana
15763,2018,249.43243,40.139999,SOTAQUIRA,BOYACA,1.5700001,Rural
15763,2018,268.32693,42.584713,SOTAQUIRA,BOYACA,1.5700001,Urbana
15763,2019,253.56097,42.507622,SOTAQUIRA,BOYACA,1.8200001,Rural
15763,2019,259.13208,44.343437,SOTAQUIRA,BOYACA,1.8200001,Urbana
15763,2020,245.79167,45.659962,SOTAQUIRA,BOYACA,1.52,Rural
15763,2020,252.14285,44.070004,SOTAQUIRA,BOYACA,1.52,Urbana
15764,2018,265.95181,42.288136,SORACA,BOYACA,.55000001,Urbana
15764,2019,250,46.884087,SORACA,BOYACA,.82999998,Rural
15764,2019,255.20313,41.008842,SORACA,BOYACA,.82999998,Urbana
15764,2020,262.67242,42.371082,SORACA,BOYACA,.73000002,Urbana
15774,2018,255,44.232925,SUSACON,BOYACA,1.55,Urbana
15774,2019,249.55263,42.517563,SUSACON,BOYACA,2,Urbana
15774,2020,254,71.096069,SUSACON,BOYACA,.51999998,Rural
15774,2020,252.64516,45.544155,SUSACON,BOYACA,.51999998,Urbana
15776,2018,247.35001,38.714001,SUTAMARCHAN,BOYACA,1.49,Rural
15776,2018,237.01785,41.838768,SUTAMARCHAN,BOYACA,1.49,Urbana
15776,2019,220,35.352436,SUTAMARCHAN,BOYACA,1.22,Rural
15776,2019,253.36842,44.591652,SUTAMARCHAN,BOYACA,1.22,Urbana
15776,2020,243.94737,42.214275,SUTAMARCHAN,BOYACA,.34999999,Rural
15776,2020,244.66667,43.337231,SUTAMARCHAN,BOYACA,.34999999,Urbana
15778,2018,249.82353,39.92931,SUTATENZA,BOYACA,.92000002,Rural
15778,2018,250.21053,42.918873,SUTATENZA,BOYACA,.92000002,Urbana
15778,2019,222.40909,39.963127,SUTATENZA,BOYACA,1.14,Rural
15778,2019,247.26666,44.345188,SUTATENZA,BOYACA,1.14,Urbana
15778,2020,232.84616,40.223701,SUTATENZA,BOYACA,.66000003,Rural
15778,2020,241.875,43.668083,SUTATENZA,BOYACA,.66000003,Urbana
15790,2018,263.125,38.144299,TASCO,BOYACA,1.9400001,Rural
15790,2018,269.51614,45.946037,TASCO,BOYACA,1.9400001,Urbana
15790,2019,235.27272,40.881096,TASCO,BOYACA,1.65,Rural
15790,2019,259.43243,47.107002,TASCO,BOYACA,1.65,Urbana
15790,2020,237.85715,41.764996,TASCO,BOYACA,.75999999,Rural
15790,2020,241.375,45.485184,TASCO,BOYACA,.75999999,Urbana
15798,2018,272.23529,46.025555,TENZA,BOYACA,2.7,Urbana
15798,2019,262.52173,45.723251,TENZA,BOYACA,3.3699999,Urbana
15798,2020,265.94446,46.716953,TENZA,BOYACA,2.1700001,Urbana
15804,2018,266.38889,37.347168,TIBANA,BOYACA,2.1300001,Rural
15804,2018,257.57574,41.930573,TIBANA,BOYACA,2.1300001,Urbana
15804,2019,244.8,38.459576,TIBANA,BOYACA,2.0999999,Rural
15804,2019,250.05682,43.421379,TIBANA,BOYACA,2.0999999,Urbana
15804,2020,238.10811,40.836254,TIBANA,BOYACA,1.54,Rural
15804,2020,249.80519,44.376156,TIBANA,BOYACA,1.54,Urbana
15806,2018,273.56604,44.253567,TIBASOSA,BOYACA,4.2600002,Rural
15806,2018,267.4754,46.305561,TIBASOSA,BOYACA,4.2600002,Urbana
15806,2019,259.33334,44.013096,TIBASOSA,BOYACA,6.1500001,Rural
15806,2019,262.88,48.159718,TIBASOSA,BOYACA,6.1500001,Urbana
15806,2020,260.92856,48.140419,TIBASOSA,BOYACA,5.6100001,Rural
15806,2020,259.58209,51.54129,TIBASOSA,BOYACA,5.6100001,Urbana
15808,2018,263.27274,44.655937,TINJACA,BOYACA,1.22,Urbana
15808,2019,262.72726,43.798981,TINJACA,BOYACA,1.42,Urbana
15808,2020,264.74417,46.696594,TINJACA,BOYACA,.63,Urbana
15810,2018,246.88889,41.962616,TIPACOQUE,BOYACA,1.4400001,Urbana
15810,2019,260.92856,43.235516,TIPACOQUE,BOYACA,1.42,Urbana
15810,2020,264.96667,45.808678,TIPACOQUE,BOYACA,.33000001,Urbana
15814,2018,243.91057,40.883335,TOCA,BOYACA,2.05,Rural
15814,2018,221,47.196098,TOCA,BOYACA,2.05,Urbana
15814,2019,247.8217,42.804428,TOCA,BOYACA,1.98,Rural
15814,2019,175,37.741703,TOCA,BOYACA,1.98,Urbana
15814,2020,246.16667,45.066563,TOCA,BOYACA,1.17,Rural
15814,2020,238.66667,40.737263,TOCA,BOYACA,1.17,Urbana
15816,2018,253.125,43.034248,TOGsI,BOYACA,.94999999,Urbana
15816,2019,229.8,42.595684,TOGsI,BOYACA,.85000002,Urbana
15816,2020,234.78572,43.230755,TOGsI,BOYACA,1.96,Urbana
15820,2018,248.5,43.828728,TOPAGA,BOYACA,2.49,Rural
15820,2018,261.20001,46.570202,TOPAGA,BOYACA,2.49,Urbana
15820,2019,220.14285,45.404861,TOPAGA,BOYACA,2.6500001,Rural
15820,2019,266.14706,44.693226,TOPAGA,BOYACA,2.6500001,Urbana
15820,2020,233.60001,45.719406,TOPAGA,BOYACA,1.41,Rural
15820,2020,254.83333,47.352016,TOPAGA,BOYACA,1.41,Urbana
15822,2018,242.75471,39.052448,TOTA,BOYACA,1.24,Urbana
15822,2019,232.39999,39.741726,TOTA,BOYACA,1.34,Urbana
15822,2020,245.41176,41.945461,TOTA,BOYACA,.61000001,Urbana
15832,2018,241.63158,42.047215,TUNUNGUA,BOYACA,2.21,Urbana
15832,2019,236,41.908932,TUNUNGUA,BOYACA,1.99,Urbana
15835,2018,265.86517,43.100933,TURMEQUE,BOYACA,3.1900001,Urbana
15835,2019,255.34746,43.931301,TURMEQUE,BOYACA,3.0799999,Urbana
15835,2020,256.87378,45.030899,TURMEQUE,BOYACA,2.0999999,Urbana
15837,2018,266.39063,44.268471,TUTA,BOYACA,3.23,Rural
15837,2018,278.59375,44.510536,TUTA,BOYACA,3.23,Urbana
15837,2019,263.71265,42.08131,TUTA,BOYACA,3.6800001,Rural
15837,2019,265.62222,46.514061,TUTA,BOYACA,3.6800001,Urbana
15837,2020,256.49231,43.473358,TUTA,BOYACA,3.3699999,Rural
15837,2020,258.39536,47.378616,TUTA,BOYACA,3.3699999,Urbana
15839,2018,245.04167,42.933552,TUTAZA,BOYACA,1.27,Rural
15839,2018,246.8,45.248234,TUTAZA,BOYACA,1.27,Urbana
15839,2019,239.60527,40.310307,TUTAZA,BOYACA,1.13,Rural
15839,2019,219.46666,42.910439,TUTAZA,BOYACA,1.13,Urbana
15839,2020,246.72223,43.274837,TUTAZA,BOYACA,1.1799999,Rural
15839,2020,257.71429,47.5014,TUTAZA,BOYACA,1.1799999,Urbana
15842,2018,243.77777,38.648724,UMBITA,BOYACA,1.1,Rural
15842,2018,254.13559,41.524151,UMBITA,BOYACA,1.1,Urbana
15842,2019,232.34694,38.244247,UMBITA,BOYACA,1.0599999,Rural
15842,2019,244.09616,42.807884,UMBITA,BOYACA,1.0599999,Urbana
15842,2020,222.89583,39.030609,UMBITA,BOYACA,1.1,Rural
15842,2020,242.8421,42.44421,UMBITA,BOYACA,1.1,Urbana
15861,2018,256.42105,42.287804,VENTAQUEMADA,BOYACA,1.39,Rural
15861,2018,263.73984,44.787201,VENTAQUEMADA,BOYACA,1.39,Urbana
15861,2019,250.66379,43.275558,VENTAQUEMADA,BOYACA,1.34,Rural
15861,2019,247.72174,43.039349,VENTAQUEMADA,BOYACA,1.34,Urbana
15861,2020,247.60674,42.546825,VENTAQUEMADA,BOYACA,.70999998,Rural
15861,2020,244.50943,47.076847,VENTAQUEMADA,BOYACA,.70999998,Urbana
15879,2018,254.20589,36.975117,VIRACACHA,BOYACA,.99000001,Urbana
15879,2019,247.72728,39.285385,VIRACACHA,BOYACA,1.17,Urbana
15879,2020,241.91667,39.565983,VIRACACHA,BOYACA,.75,Urbana
15897,2018,238.73914,39.510368,ZETAQUIRA,BOYACA,1.58,Rural
15897,2018,267.07144,45.736187,ZETAQUIRA,BOYACA,1.58,Urbana
15897,2019,223.63637,42.955814,ZETAQUIRA,BOYACA,1.6,Rural
15897,2019,263.10416,44.676525,ZETAQUIRA,BOYACA,1.6,Urbana
15897,2020,221.45454,40.865513,ZETAQUIRA,BOYACA,1.6900001,Rural
15897,2020,243.48718,43.9571,ZETAQUIRA,BOYACA,1.6900001,Urbana
17001,2018,258.77487,51.252586,MANIZALES,CALDAS,19.129999,Rural
17001,2018,266.86292,54.61414,MANIZALES,CALDAS,19.129999,Urbana
17001,2019,260.22662,52.419991,MANIZALES,CALDAS,19.559999,Rural
17001,2019,261.47333,54.88895,MANIZALES,CALDAS,19.559999,Urbana
17001,2020,251.78297,47.133278,MANIZALES,CALDAS,20.82,Rural
17001,2020,266.42416,55.191795,MANIZALES,CALDAS,20.82,Urbana
17013,2018,224.60464,39.206806,AGUADAS,CALDAS,3.3299999,Rural
17013,2018,258.35947,45.987961,AGUADAS,CALDAS,3.3299999,Urbana
17013,2019,214,37.589005,AGUADAS,CALDAS,2.6700001,Rural
17013,2019,258.34705,46.971012,AGUADAS,CALDAS,2.6700001,Urbana
17013,2020,222.53334,38.794262,AGUADAS,CALDAS,.98000002,Rural
17013,2020,253.02689,46.817116,AGUADAS,CALDAS,.98000002,Urbana
17042,2018,232,39.866673,ANSERMA,CALDAS,5.0599999,Rural
17042,2018,248.98062,47.127197,ANSERMA,CALDAS,5.0599999,Urbana
17042,2019,222.94366,39.371632,ANSERMA,CALDAS,5.27,Rural
17042,2019,234.74158,48.216267,ANSERMA,CALDAS,5.27,Urbana
17042,2020,225.73334,41.568237,ANSERMA,CALDAS,7.4200001,Rural
17042,2020,246.89729,50.297058,ANSERMA,CALDAS,7.4200001,Urbana
17050,2018,244.72728,39.847359,ARANZAZU,CALDAS,3.46,Rural
17050,2018,234.58504,42.840298,ARANZAZU,CALDAS,3.46,Urbana
17050,2019,240.66667,44.038528,ARANZAZU,CALDAS,3.0599999,Rural
17050,2019,239.71233,44.288479,ARANZAZU,CALDAS,3.0599999,Urbana
17050,2020,222.53334,40.815742,ARANZAZU,CALDAS,.70999998,Rural
17050,2020,227.4762,45.484798,ARANZAZU,CALDAS,.70999998,Urbana
17088,2018,206.84616,36.564922,BELALCAZAR,CALDAS,1.5,Rural
17088,2018,237.14516,45.28656,BELALCAZAR,CALDAS,1.5,Urbana
17088,2019,229.8421,39.751926,BELALCAZAR,CALDAS,1.34,Rural
17088,2019,238.20589,46.017582,BELALCAZAR,CALDAS,1.34,Urbana
17088,2020,205.30357,39.137005,BELALCAZAR,CALDAS,.46000001,Rural
17088,2020,226.25,46.193649,BELALCAZAR,CALDAS,.46000001,Urbana
17174,2018,228.29231,42.510479,CHINCHINA,CALDAS,12.97,Rural
17174,2018,244.71944,49.929321,CHINCHINA,CALDAS,12.97,Urbana
17174,2019,230.96629,41.515411,CHINCHINA,CALDAS,14.53,Rural
17174,2019,243.48561,49.750534,CHINCHINA,CALDAS,14.53,Urbana
17174,2020,236.95,44.588371,CHINCHINA,CALDAS,16.91,Rural
17174,2020,254.79149,52.501137,CHINCHINA,CALDAS,16.91,Urbana
17272,2018,225.7561,42.676754,FILADELFIA,CALDAS,1.48,Rural
17272,2018,247.15384,46.570415,FILADELFIA,CALDAS,1.48,Urbana
17272,2019,234.35294,42.127045,FILADELFIA,CALDAS,1.6900001,Rural
17272,2019,223.30302,42.844608,FILADELFIA,CALDAS,1.6900001,Urbana
17272,2020,214.72223,41.427021,FILADELFIA,CALDAS,1,Rural
17272,2020,231.14894,44.015591,FILADELFIA,CALDAS,1,Urbana
17380,2018,223.6338,42.440536,LA DORADA,CALDAS,10.95,Rural
17380,2018,247.65089,50.835655,LA DORADA,CALDAS,10.95,Urbana
17380,2019,232.19179,44.695694,LA DORADA,CALDAS,10.7,Rural
17380,2019,238.88399,49.621376,LA DORADA,CALDAS,10.7,Urbana
17380,2020,230.44118,43.841827,LA DORADA,CALDAS,12.96,Rural
17380,2020,245.53368,50.368954,LA DORADA,CALDAS,12.96,Urbana
17388,2018,211.79167,41.809818,LA MERCED,CALDAS,2.02,Rural
17388,2018,254.82222,47.317986,LA MERCED,CALDAS,2.02,Urbana
17388,2019,221.11905,41.902653,LA MERCED,CALDAS,2.4000001,Rural
17388,2019,249.78787,48.743973,LA MERCED,CALDAS,2.4000001,Urbana
17388,2020,219.55556,42.493973,LA MERCED,CALDAS,1.51,Rural
17388,2020,254.39394,45.458523,LA MERCED,CALDAS,1.51,Urbana
17433,2018,223.65672,38.827797,MANZANARES,CALDAS,4.3099999,Rural
17433,2018,249.64285,48.996822,MANZANARES,CALDAS,4.3099999,Urbana
17433,2019,226.52689,40.326687,MANZANARES,CALDAS,3.27,Rural
17433,2019,243.04379,47.234512,MANZANARES,CALDAS,3.27,Urbana
17433,2020,229.52174,41.473804,MANZANARES,CALDAS,1.2,Rural
17433,2020,246.1875,49.068596,MANZANARES,CALDAS,1.2,Urbana
17442,2018,228.18965,44.401276,MARMATO,CALDAS,1.36,Rural
17442,2018,228.05882,44.631805,MARMATO,CALDAS,1.36,Urbana
17442,2019,217.74576,47.088833,MARMATO,CALDAS,1.38,Rural
17442,2019,233.78261,49.282089,MARMATO,CALDAS,1.38,Urbana
17442,2020,212.84616,46.080196,MARMATO,CALDAS,7.21,Rural
17442,2020,227,49.34201,MARMATO,CALDAS,7.21,Urbana
17444,2018,250.88,40.666664,MARQUETALIA,CALDAS,2.28,Rural
17444,2018,246.80374,43.4524,MARQUETALIA,CALDAS,2.28,Urbana
17444,2019,235.09375,39.441654,MARQUETALIA,CALDAS,1.59,Rural
17444,2019,243.52678,44.439659,MARQUETALIA,CALDAS,1.59,Urbana
17444,2020,237.30302,38.795048,MARQUETALIA,CALDAS,.56,Rural
17444,2020,237.52942,44.465164,MARQUETALIA,CALDAS,.56,Urbana
17446,2018,246.54546,41.40115,MARULANDA,CALDAS,3.72,Rural
17446,2018,218.4762,44.680855,MARULANDA,CALDAS,3.72,Urbana
17446,2019,226.5,41.364765,MARULANDA,CALDAS,3.27,Rural
17446,2019,226.92308,45.989796,MARULANDA,CALDAS,3.27,Urbana
17446,2020,247.63637,44.2589,MARULANDA,CALDAS,1.26,Rural
17446,2020,228.26666,43.844257,MARULANDA,CALDAS,1.26,Urbana
17486,2018,238.14084,40.935925,NEIRA,CALDAS,2.5999999,Rural
17486,2018,262.34534,47.317913,NEIRA,CALDAS,2.5999999,Urbana
17486,2019,236.93671,41.121811,NEIRA,CALDAS,3.23,Rural
17486,2019,247.34091,47.841373,NEIRA,CALDAS,3.23,Urbana
17486,2020,235.23944,41.64674,NEIRA,CALDAS,6.6100001,Rural
17486,2020,250.72223,50.453716,NEIRA,CALDAS,6.6100001,Urbana
17495,2018,218.21428,39.188904,NORCASIA,CALDAS,4.6799998,Rural
17495,2018,237.02899,46.465336,NORCASIA,CALDAS,4.6799998,Urbana
17495,2019,194.86667,37.590107,NORCASIA,CALDAS,4.54,Rural
17495,2019,227.925,45.245663,NORCASIA,CALDAS,4.54,Urbana
17495,2020,207.9375,40.757092,NORCASIA,CALDAS,5.6500001,Rural
17495,2020,226.60606,46.169239,NORCASIA,CALDAS,5.6500001,Urbana
17513,2018,232.01352,41.990562,PACORA,CALDAS,4.2600002,Rural
17513,2018,241.11111,45.757881,PACORA,CALDAS,4.2600002,Urbana
17513,2019,221.60869,41.328514,PACORA,CALDAS,3.4300001,Rural
17513,2019,238.3868,45.750626,PACORA,CALDAS,3.4300001,Urbana
17513,2020,242.25455,43.108868,PACORA,CALDAS,5.5700002,Rural
17513,2020,247.82666,46.692062,PACORA,CALDAS,5.5700002,Urbana
17524,2018,250.86,44.250614,PALESTINA,CALDAS,4.5999999,Rural
17524,2018,242.375,45.627968,PALESTINA,CALDAS,4.5999999,Urbana
17524,2019,234.00885,44.659054,PALESTINA,CALDAS,6.1900001,Rural
17524,2019,236.16,44.929699,PALESTINA,CALDAS,6.1900001,Urbana
17524,2020,228.78094,46.307293,PALESTINA,CALDAS,7.1199999,Rural
17524,2020,247.67999,47.782818,PALESTINA,CALDAS,7.1199999,Urbana
17541,2018,237.34042,40.693512,PENSILVANIA,CALDAS,5.0900002,Rural
17541,2018,261.67825,46.175308,PENSILVANIA,CALDAS,5.0900002,Urbana
17541,2019,232.49515,40.674534,PENSILVANIA,CALDAS,3.79,Rural
17541,2019,252.87199,47.021069,PENSILVANIA,CALDAS,3.79,Urbana
17541,2020,231.73033,40.985588,PENSILVANIA,CALDAS,2,Rural
17541,2020,246.24516,47.677746,PENSILVANIA,CALDAS,2,Urbana
17614,2018,221.08804,41.316017,RIOSUCIO,CALDAS,4.25,Rural
17614,2018,253.48112,48.831585,RIOSUCIO,CALDAS,4.25,Urbana
17614,2019,216.61597,40.590752,RIOSUCIO,CALDAS,5.27,Rural
17614,2019,251.96594,48.455879,RIOSUCIO,CALDAS,5.27,Urbana
17614,2020,219.9037,42.053524,RIOSUCIO,CALDAS,5.77,Rural
17614,2020,249.87198,50.936871,RIOSUCIO,CALDAS,5.77,Urbana
17616,2018,237.96875,41.203045,RISARALDA,CALDAS,2.0799999,Rural
17616,2018,247.77612,41.395714,RISARALDA,CALDAS,2.0799999,Urbana
17616,2019,237.18919,39.514381,RISARALDA,CALDAS,3.4000001,Rural
17616,2019,240.80556,44.739685,RISARALDA,CALDAS,3.4000001,Urbana
17616,2020,230.07692,42.243809,RISARALDA,CALDAS,6.8000002,Rural
17616,2020,255.63333,52.509026,RISARALDA,CALDAS,6.8000002,Urbana
17653,2018,229.375,41.022015,SALAMINA,CALDAS,3.5,Rural
17653,2018,235.5092,44.581249,SALAMINA,CALDAS,3.5,Urbana
17653,2019,215.04762,40.657902,SALAMINA,CALDAS,4.7399998,Rural
17653,2019,232.40442,45.334869,SALAMINA,CALDAS,4.7399998,Urbana
17653,2020,221.58696,41.662067,SALAMINA,CALDAS,6.79,Rural
17653,2020,252.91,48.182625,SALAMINA,CALDAS,6.79,Urbana
17662,2018,239.77484,41.246151,SAMANA,CALDAS,1.8,Rural
17662,2018,239.30302,45.549141,SAMANA,CALDAS,1.8,Urbana
17662,2019,229.67957,40.715343,SAMANA,CALDAS,1.75,Rural
17662,2019,249.94737,46.014179,SAMANA,CALDAS,1.75,Urbana
17662,2020,226.40491,40.945339,SAMANA,CALDAS,1.58,Rural
17662,2020,258.29413,45.662567,SAMANA,CALDAS,1.58,Urbana
17665,2018,234.27272,39.59457,SAN JOSE,CALDAS,1.41,Rural
17665,2018,243.4386,41.250565,SAN JOSE,CALDAS,1.41,Urbana
17665,2019,220.36363,36.61911,SAN JOSE,CALDAS,1.64,Rural
17665,2019,229.31667,42.607033,SAN JOSE,CALDAS,1.64,Urbana
17665,2020,219.39999,40.617302,SAN JOSE,CALDAS,.61000001,Rural
17665,2020,226.94231,41.310341,SAN JOSE,CALDAS,.61000001,Urbana
17777,2018,220.6378,43.258656,SUPIA,CALDAS,3.21,Rural
17777,2018,222.825,45.974945,SUPIA,CALDAS,3.21,Urbana
17777,2019,214.96924,41.616791,SUPIA,CALDAS,3.95,Rural
17777,2019,213.29358,45.053127,SUPIA,CALDAS,3.95,Urbana
17777,2020,221.17693,44.182224,SUPIA,CALDAS,6.3899999,Rural
17777,2020,235.53807,49.599937,SUPIA,CALDAS,6.3899999,Urbana
17867,2018,235.57895,40.715508,VICTORIA,CALDAS,2.2,Rural
17867,2018,240.18033,46.73653,VICTORIA,CALDAS,2.2,Urbana
17867,2019,229.32759,44.59264,VICTORIA,CALDAS,2.3599999,Rural
17867,2019,229.21349,47.834713,VICTORIA,CALDAS,2.3599999,Urbana
17867,2020,229.58824,42.803761,VICTORIA,CALDAS,3.01,Rural
17867,2020,230.46249,47.020966,VICTORIA,CALDAS,3.01,Urbana
