estu_cod_reside_mcpio,year,punt_global,INSE,MPIO,DPTO,Indice_penetracion,Zona
5001,2018,277.4046,54.898335,MEDELLIN,ANTIOQUIA,24.16,Rural
5001,2018,255.30853,53.42387,MEDELLIN,ANTIOQUIA,24.16,Urbana
5001,2019,274.57791,58.838371,MEDELLIN,ANTIOQUIA,24.629999,Rural
5001,2019,247.82697,53.291389,MEDELLIN,ANTIOQUIA,24.629999,Urbana
5001,2020,264.99042,56.335579,MEDELLIN,ANTIOQUIA,25.969999,Rural
5001,2020,249.21057,53.186897,MEDELLIN,ANTIOQUIA,25.969999,Urbana
5002,2018,223.44554,40.670498,ABEJORRAL,ANTIOQUIA,5.1399999,Rural
5002,2018,268.98038,49.783115,ABEJORRAL,ANTIOQUIA,5.1399999,Urbana
5002,2019,214.59406,41.332359,ABEJORRAL,ANTIOQUIA,5.4400001,Rural
5002,2019,255.77174,47.971565,ABEJORRAL,ANTIOQUIA,5.4400001,Urbana
5002,2020,223.21153,40.01498,ABEJORRAL,ANTIOQUIA,105.31,Rural
5002,2020,262.17346,49.474854,ABEJORRAL,ANTIOQUIA,105.31,Urbana
5004,2018,191.5,44.101738,ABRIAQUI,ANTIOQUIA,2.71,Rural
5004,2018,224.69231,43.940006,ABRIAQUI,ANTIOQUIA,2.71,Urbana
5004,2019,219.08824,45.150616,ABRIAQUI,ANTIOQUIA,3.1400001,Urbana
5004,2020,158.5,38.891537,ABRIAQUI,ANTIOQUIA,4.9400001,Rural
5004,2020,221.33333,43.302559,ABRIAQUI,ANTIOQUIA,4.9400001,Urbana
5021,2018,213,41.777706,ALEJANDRIA,ANTIOQUIA,6.9099998,Rural
5021,2018,265.6875,48.337616,ALEJANDRIA,ANTIOQUIA,6.9099998,Urbana
5021,2019,208.8125,39.803391,ALEJANDRIA,ANTIOQUIA,7,Rural
5021,2019,239.8421,48.089844,ALEJANDRIA,ANTIOQUIA,7,Urbana
5021,2020,219.21428,40.337532,ALEJANDRIA,ANTIOQUIA,5.6599998,Rural
5021,2020,233.33333,49.879375,ALEJANDRIA,ANTIOQUIA,5.6599998,Urbana
5030,2018,216.41463,43.94257,AMAGA,ANTIOQUIA,9.46,Rural
5030,2018,238.59921,48.909431,AMAGA,ANTIOQUIA,9.46,Urbana
5030,2019,207.72093,44.937237,AMAGA,ANTIOQUIA,10.5,Rural
5030,2019,231.37143,49.1026,AMAGA,ANTIOQUIA,10.5,Urbana
5030,2020,224.87341,45.927513,AMAGA,ANTIOQUIA,9.8599997,Rural
5030,2020,244.76344,50.875492,AMAGA,ANTIOQUIA,9.8599997,Urbana
5031,2018,234.45454,38.451347,AMALFI,ANTIOQUIA,6.5799999,Rural
5031,2018,223.12,44.655144,AMALFI,ANTIOQUIA,6.5799999,Urbana
5031,2019,218.9375,40.360523,AMALFI,ANTIOQUIA,5.6799998,Rural
5031,2019,227.15244,45.467228,AMALFI,ANTIOQUIA,5.6799998,Urbana
5031,2020,230.69231,40.465309,AMALFI,ANTIOQUIA,4.7600002,Rural
5031,2020,229.42448,46.063225,AMALFI,ANTIOQUIA,4.7600002,Urbana
5034,2018,222.91235,40.975727,ANDES,ANTIOQUIA,7.0300002,Rural
5034,2018,252.44313,47.841206,ANDES,ANTIOQUIA,7.0300002,Urbana
5034,2019,223.38734,41.429214,ANDES,ANTIOQUIA,7.5900002,Rural
5034,2019,249.23529,48.391411,ANDES,ANTIOQUIA,7.5900002,Urbana
5034,2020,221.86008,41.852993,ANDES,ANTIOQUIA,7.4299998,Rural
5034,2020,259.41553,49.378956,ANDES,ANTIOQUIA,7.4299998,Urbana
5036,2018,228.83333,43.48101,ANGELOPOLIS,ANTIOQUIA,3.9100001,Rural
5036,2018,239.03847,45.865513,ANGELOPOLIS,ANTIOQUIA,3.9100001,Urbana
5036,2019,233,42.811493,ANGELOPOLIS,ANTIOQUIA,4.6300001,Rural
5036,2019,209.74193,44.267971,ANGELOPOLIS,ANTIOQUIA,4.6300001,Urbana
5036,2020,222.35715,44.878071,ANGELOPOLIS,ANTIOQUIA,5.0999999,Rural
5036,2020,219.7,44.240849,ANGELOPOLIS,ANTIOQUIA,5.0999999,Urbana
5038,2018,206.25882,39.230476,ANGOSTURA,ANTIOQUIA,3.03,Rural
5038,2018,204.35898,41.135738,ANGOSTURA,ANTIOQUIA,3.03,Urbana
5038,2019,198.22667,37.859047,ANGOSTURA,ANTIOQUIA,3.3,Rural
5038,2019,220.53165,44.5186,ANGOSTURA,ANTIOQUIA,3.3,Urbana
5038,2020,200.05882,38.002125,ANGOSTURA,ANTIOQUIA,3.8099999,Rural
5038,2020,205.36208,42.048027,ANGOSTURA,ANTIOQUIA,3.8099999,Urbana
5040,2018,210.09,39.77454,ANORI,ANTIOQUIA,4.9299998,Rural
5040,2018,206.73886,43.292297,ANORI,ANTIOQUIA,4.9299998,Urbana
5040,2019,188.07576,40.399216,ANORI,ANTIOQUIA,5.79,Rural
5040,2019,209,44.361736,ANORI,ANTIOQUIA,5.79,Urbana
5040,2020,191.84616,41.100842,ANORI,ANTIOQUIA,6.3499999,Rural
5040,2020,206.90977,46.470516,ANORI,ANTIOQUIA,6.3499999,Urbana
5042,2018,205.16418,37.304523,SANTA FE DE ANTIOQUIA,ANTIOQUIA,10.89,Rural
5042,2018,234.01524,47.783363,SANTA FE DE ANTIOQUIA,ANTIOQUIA,10.89,Urbana
5042,2019,203.19354,38.018955,SANTA FE DE ANTIOQUIA,ANTIOQUIA,10.5,Rural
5042,2019,232.60481,49.297817,SANTA FE DE ANTIOQUIA,ANTIOQUIA,10.5,Urbana
5042,2020,209.73016,39.101837,SANTA FE DE ANTIOQUIA,ANTIOQUIA,10.93,Rural
5042,2020,239.63913,49.043926,SANTA FE DE ANTIOQUIA,ANTIOQUIA,10.93,Urbana
5044,2018,223.44615,40.155949,ANZA,ANTIOQUIA,2.3699999,Rural
5044,2018,240.36,42.497482,ANZA,ANTIOQUIA,2.3699999,Urbana
5044,2019,211.42424,40.944454,ANZA,ANTIOQUIA,2.6500001,Rural
5044,2019,258.90909,46.795254,ANZA,ANTIOQUIA,2.6500001,Urbana
5044,2020,216.25,40.535297,ANZA,ANTIOQUIA,3.1800001,Rural
5044,2020,214.9375,41.771812,ANZA,ANTIOQUIA,3.1800001,Urbana
5045,2018,230.68584,44.854595,APARTADO,ANTIOQUIA,14.02,Rural
5045,2018,231.76341,48.076984,APARTADO,ANTIOQUIA,14.02,Urbana
5045,2019,229.58286,46.586025,APARTADO,ANTIOQUIA,15.27,Rural
5045,2019,227.81726,49.01181,APARTADO,ANTIOQUIA,15.27,Urbana
5045,2020,225.84792,45.59441,APARTADO,ANTIOQUIA,16.950001,Rural
5045,2020,233.69704,50.188232,APARTADO,ANTIOQUIA,16.950001,Urbana
5051,2018,211.40541,39.620831,ARBOLETES,ANTIOQUIA,3.6900001,Rural
5051,2018,231.14493,46.585052,ARBOLETES,ANTIOQUIA,3.6900001,Urbana
5051,2019,207.45506,40.679886,ARBOLETES,ANTIOQUIA,3.45,Rural
5051,2019,224.68518,46.939018,ARBOLETES,ANTIOQUIA,3.45,Urbana
5051,2020,200.12704,40.713341,ARBOLETES,ANTIOQUIA,3.77,Rural
5051,2020,227.21022,48.342091,ARBOLETES,ANTIOQUIA,3.77,Urbana
5055,2018,216.27026,39.0737,ARGELIA,ANTIOQUIA,3.75,Rural
5055,2018,223.74074,44.959213,ARGELIA,ANTIOQUIA,3.75,Urbana
5055,2019,201.69444,35.980896,ARGELIA,ANTIOQUIA,4.46,Rural
5055,2019,223.59525,43.427151,ARGELIA,ANTIOQUIA,4.46,Urbana
5055,2020,211.42424,37.400314,ARGELIA,ANTIOQUIA,5.4099998,Rural
5055,2020,225.7193,44.72868,ARGELIA,ANTIOQUIA,5.4099998,Urbana
5059,2018,293,27.234177,ARMENIA,ANTIOQUIA,2.47,Rural
5059,2018,252.96774,42.272755,ARMENIA,ANTIOQUIA,2.47,Urbana
5059,2019,237.61539,37.95969,ARMENIA,ANTIOQUIA,2.26,Rural
5059,2019,253.59259,42.266594,ARMENIA,ANTIOQUIA,2.26,Urbana
5059,2020,204.75,38.576241,ARMENIA,ANTIOQUIA,2.3599999,Rural
5059,2020,254.52174,44.817867,ARMENIA,ANTIOQUIA,2.3599999,Urbana
5079,2018,225.81538,44.59248,BARBOSA,ANTIOQUIA,9.7700005,Rural
5079,2018,244.22574,49.941441,BARBOSA,ANTIOQUIA,9.7700005,Urbana
5079,2019,229.23563,47.061317,BARBOSA,ANTIOQUIA,10.68,Rural
5079,2019,237.88095,50.027054,BARBOSA,ANTIOQUIA,10.68,Urbana
5079,2020,222.6962,46.465637,BARBOSA,ANTIOQUIA,13.28,Rural
5079,2020,247.07449,51.32209,BARBOSA,ANTIOQUIA,13.28,Urbana
5086,2018,231.10448,44.47522,BELMIRA,ANTIOQUIA,5,Rural
5086,2018,252.45161,46.741051,BELMIRA,ANTIOQUIA,5,Urbana
5086,2019,211.81818,44.564548,BELMIRA,ANTIOQUIA,5.6199999,Rural
5086,2019,229.48648,48.249073,BELMIRA,ANTIOQUIA,5.6199999,Urbana
5086,2020,217.91072,46.242714,BELMIRA,ANTIOQUIA,7.9499998,Rural
5086,2020,239.64912,50.105877,BELMIRA,ANTIOQUIA,7.9499998,Urbana
5088,2018,237.68852,46.87579,BELLO,ANTIOQUIA,19.82,Rural
5088,2018,250.25058,52.976196,BELLO,ANTIOQUIA,19.82,Urbana
5088,2019,238.73334,45.127285,BELLO,ANTIOQUIA,20.200001,Rural
5088,2019,243.24391,52.984798,BELLO,ANTIOQUIA,20.200001,Urbana
5088,2020,214.49519,47.691586,BELLO,ANTIOQUIA,22.18,Rural
5088,2020,251.34348,53.989693,BELLO,ANTIOQUIA,22.18,Urbana
5091,2018,234.78688,44.386944,BETANIA,ANTIOQUIA,5,Urbana
5091,2019,208.5,44.815216,BETANIA,ANTIOQUIA,5.6199999,Rural
5091,2019,231.78021,45.689762,BETANIA,ANTIOQUIA,5.6199999,Urbana
5091,2020,234.7377,47.443913,BETANIA,ANTIOQUIA,6.6999998,Urbana
5093,2018,209.78481,41.800621,BETULIA,ANTIOQUIA,4.5700002,Rural
5093,2018,221.96178,42.758636,BETULIA,ANTIOQUIA,4.5700002,Urbana
5093,2019,203.28915,41.277943,BETULIA,ANTIOQUIA,5.29,Rural
5093,2019,207.58394,42.850285,BETULIA,ANTIOQUIA,5.29,Urbana
5093,2020,207.72839,41.647728,BETULIA,ANTIOQUIA,5.79,Rural
5093,2020,215.23215,43.242409,BETULIA,ANTIOQUIA,5.79,Urbana
5101,2018,224.32835,40.587605,CIUDAD BOLIVAR,ANTIOQUIA,8.0100002,Rural
5101,2018,248.19444,47.16169,CIUDAD BOLIVAR,ANTIOQUIA,8.0100002,Urbana
5101,2019,222.10715,41.07663,CIUDAD BOLIVAR,ANTIOQUIA,8.5699997,Rural
5101,2019,232.69862,45.50845,CIUDAD BOLIVAR,ANTIOQUIA,8.5699997,Urbana
5101,2020,218.15625,40.566814,CIUDAD BOLIVAR,ANTIOQUIA,8.9200001,Rural
5101,2020,239.96916,47.830605,CIUDAD BOLIVAR,ANTIOQUIA,8.9200001,Urbana
5107,2018,216,38.740456,BRICEÑO,ANTIOQUIA,4.6399999,Rural
5107,2018,219.675,46.785622,BRICEÑO,ANTIOQUIA,4.6399999,Urbana
5107,2019,203.60001,37.807541,BRICEÑO,ANTIOQUIA,4.79,Rural
5107,2019,234.23334,51.405025,BRICEÑO,ANTIOQUIA,4.79,Urbana
5107,2020,201.25,40.757435,BRICEÑO,ANTIOQUIA,3.6300001,Rural
5107,2020,243.39473,44.917,BRICEÑO,ANTIOQUIA,3.6300001,Urbana
5113,2018,217,41.45615,BURITICA,ANTIOQUIA,4.46,Rural
5113,2018,224.0658,45.021141,BURITICA,ANTIOQUIA,4.46,Urbana
5113,2019,224.52,40.877411,BURITICA,ANTIOQUIA,4.9099998,Rural
5113,2019,212.30302,43.058018,BURITICA,ANTIOQUIA,4.9099998,Urbana
5113,2020,217.96428,42.113403,BURITICA,ANTIOQUIA,5.6900001,Rural
5113,2020,231.75999,47.733856,BURITICA,ANTIOQUIA,5.6900001,Urbana
5120,2018,227.72223,40.632446,CACERES,ANTIOQUIA,2.8800001,Rural
5120,2018,218.64751,42.82066,CACERES,ANTIOQUIA,2.8800001,Urbana
5120,2019,212.5,40.126476,CACERES,ANTIOQUIA,3.27,Rural
5120,2019,217.4521,42.858177,CACERES,ANTIOQUIA,3.27,Urbana
5120,2020,213.81308,44.488968,CACERES,ANTIOQUIA,3.8900001,Rural
5120,2020,214.97607,42.816853,CACERES,ANTIOQUIA,3.8900001,Urbana
5125,2018,239.52632,38.176983,CAICEDO,ANTIOQUIA,3.1199999,Rural
5125,2018,220.50467,41.247337,CAICEDO,ANTIOQUIA,3.1199999,Urbana
5125,2019,212,39.528103,CAICEDO,ANTIOQUIA,3.1800001,Rural
5125,2019,231.51807,42.357281,CAICEDO,ANTIOQUIA,3.1800001,Urbana
5125,2020,196.53572,38.023605,CAICEDO,ANTIOQUIA,3.71,Rural
5125,2020,227.9375,43.843887,CAICEDO,ANTIOQUIA,3.71,Urbana
5129,2018,224.82759,48.674141,CALDAS,ANTIOQUIA,21.389999,Rural
5129,2018,259.70023,53.295704,CALDAS,ANTIOQUIA,21.389999,Urbana
5129,2019,230.29787,48.274036,CALDAS,ANTIOQUIA,21.98,Rural
5129,2019,248.13666,53.27264,CALDAS,ANTIOQUIA,21.98,Urbana
5129,2020,265.93826,53.878906,CALDAS,ANTIOQUIA,23.459999,Rural
5129,2020,247.24127,53.487679,CALDAS,ANTIOQUIA,23.459999,Urbana
5134,2018,214.15555,37.495602,CAMPAMENTO,ANTIOQUIA,3.3800001,Rural
5134,2018,236,44.793831,CAMPAMENTO,ANTIOQUIA,3.3800001,Urbana
5134,2019,203.97501,35.749882,CAMPAMENTO,ANTIOQUIA,3.74,Rural
5134,2019,245.97562,45.449142,CAMPAMENTO,ANTIOQUIA,3.74,Urbana
5134,2020,206.25,37.104561,CAMPAMENTO,ANTIOQUIA,4.0999999,Rural
5134,2020,230.37143,45.516109,CAMPAMENTO,ANTIOQUIA,4.0999999,Urbana
5138,2018,219.68628,39.051468,CAÑASGORDAS,ANTIOQUIA,4.6799998,Rural
5138,2018,215.33125,42.24548,CAÑASGORDAS,ANTIOQUIA,4.6799998,Urbana
5138,2019,219.8,40.698437,CAÑASGORDAS,ANTIOQUIA,5.4000001,Rural
5138,2019,208.98065,42.018044,CAÑASGORDAS,ANTIOQUIA,5.4000001,Urbana
5138,2020,219.42169,42.220287,CAÑASGORDAS,ANTIOQUIA,4.6999998,Rural
5138,2020,227.14285,44.044231,CAÑASGORDAS,ANTIOQUIA,4.6999998,Urbana
5142,2018,197.41667,37.201595,CARACOLI,ANTIOQUIA,5.8499999,Rural
5142,2018,237.3,48.0541,CARACOLI,ANTIOQUIA,5.8499999,Urbana
5142,2019,199.38095,38.328274,CARACOLI,ANTIOQUIA,6.6100001,Rural
5142,2019,229.29167,47.058975,CARACOLI,ANTIOQUIA,6.6100001,Urbana
5142,2020,209.81818,39.780998,CARACOLI,ANTIOQUIA,8.0100002,Rural
5142,2020,234.45946,45.47237,CARACOLI,ANTIOQUIA,8.0100002,Urbana
5145,2018,245.25,40.77639,CARAMANTA,ANTIOQUIA,5.6700001,Rural
5145,2018,233.62857,48.014664,CARAMANTA,ANTIOQUIA,5.6700001,Urbana
5145,2019,240.28572,43.834084,CARAMANTA,ANTIOQUIA,6.4499998,Rural
5145,2019,223,49.082684,CARAMANTA,ANTIOQUIA,6.4499998,Urbana
5145,2020,221.2,41.121998,CARAMANTA,ANTIOQUIA,8.1300001,Rural
5145,2020,225.125,46.925236,CARAMANTA,ANTIOQUIA,8.1300001,Urbana
5147,2018,218.43698,41.684998,CAREPA,ANTIOQUIA,10.03,Rural
5147,2018,236.19658,47.306995,CAREPA,ANTIOQUIA,10.03,Urbana
5147,2019,220.56779,44.91412,CAREPA,ANTIOQUIA,10.19,Rural
5147,2019,233.34537,47.984001,CAREPA,ANTIOQUIA,10.19,Urbana
5147,2020,219.23685,44.98243,CAREPA,ANTIOQUIA,10.56,Rural
5147,2020,238.317,49.667473,CAREPA,ANTIOQUIA,10.56,Urbana
5148,2018,259.35617,46.358913,EL CARMEN DE VIBORAL,ANTIOQUIA,9.3100004,Rural
5148,2018,260.85458,50.735352,EL CARMEN DE VIBORAL,ANTIOQUIA,9.3100004,Urbana
5148,2019,250.8156,47.440666,EL CARMEN DE VIBORAL,ANTIOQUIA,9.7399998,Rural
5148,2019,264.13876,50.901703,EL CARMEN DE VIBORAL,ANTIOQUIA,9.7399998,Urbana
5148,2020,250.50676,47.442848,EL CARMEN DE VIBORAL,ANTIOQUIA,10.8,Rural
5148,2020,270.60938,52.88546,EL CARMEN DE VIBORAL,ANTIOQUIA,10.8,Urbana
5150,2018,197.33333,41.921654,CAROLINA,ANTIOQUIA,10.65,Rural
5150,2018,256.0625,46.299313,CAROLINA,ANTIOQUIA,10.65,Urbana
5150,2019,178,51.460823,CAROLINA,ANTIOQUIA,12.44,Rural
5150,2019,248.26315,43.277603,CAROLINA,ANTIOQUIA,12.44,Urbana
5150,2020,242,53.48753,CAROLINA,ANTIOQUIA,12.61,Rural
5150,2020,245.31708,49.627441,CAROLINA,ANTIOQUIA,12.61,Urbana
5154,2018,199.24051,41.505928,CAUCASIA,ANTIOQUIA,11.23,Rural
5154,2018,254.1149,47.109711,CAUCASIA,ANTIOQUIA,11.23,Urbana
5154,2019,204.29787,40.851978,CAUCASIA,ANTIOQUIA,11.84,Rural
5154,2019,247.52165,48.072105,CAUCASIA,ANTIOQUIA,11.84,Urbana
5154,2020,193.89285,41.259712,CAUCASIA,ANTIOQUIA,13.1,Rural
5154,2020,241.43343,48.341057,CAUCASIA,ANTIOQUIA,13.1,Urbana
5172,2018,220.02083,44.287556,CHIGORODO,ANTIOQUIA,10.06,Rural
5172,2018,233.06642,46.287655,CHIGORODO,ANTIOQUIA,10.06,Urbana
5172,2019,207.57692,43.13131,CHIGORODO,ANTIOQUIA,10.71,Rural
5172,2019,228.07483,46.720135,CHIGORODO,ANTIOQUIA,10.71,Urbana
5172,2020,220.10046,45.088192,CHIGORODO,ANTIOQUIA,12.28,Rural
5172,2020,235.77226,48.110561,CHIGORODO,ANTIOQUIA,12.28,Urbana
5190,2018,207.84616,42.019642,CISNEROS,ANTIOQUIA,13.89,Rural
5190,2018,237.05495,48.492798,CISNEROS,ANTIOQUIA,13.89,Urbana
5190,2019,206.42105,42.715469,CISNEROS,ANTIOQUIA,14.98,Rural
5190,2019,219.84616,49.368164,CISNEROS,ANTIOQUIA,14.98,Urbana
5190,2020,243.35294,43.372852,CISNEROS,ANTIOQUIA,18.860001,Rural
5190,2020,248.57692,50.20647,CISNEROS,ANTIOQUIA,18.860001,Urbana
5197,2018,234.51949,40.910519,COCORNA,ANTIOQUIA,4.4899998,Rural
5197,2018,241.42241,45.154667,COCORNA,ANTIOQUIA,4.4899998,Urbana
5197,2019,236.07353,42.064079,COCORNA,ANTIOQUIA,5.1100001,Rural
5197,2019,250.18518,45.828201,COCORNA,ANTIOQUIA,5.1100001,Urbana
5197,2020,233.98438,42.9659,COCORNA,ANTIOQUIA,4.6999998,Rural
5197,2020,234.79347,46.482563,COCORNA,ANTIOQUIA,4.6999998,Urbana
5206,2018,191,37.094475,CONCEPCION,ANTIOQUIA,5.1500001,Rural
5206,2018,244,44.271858,CONCEPCION,ANTIOQUIA,5.1500001,Urbana
5206,2019,200.65384,37.813484,CONCEPCION,ANTIOQUIA,5.7399998,Rural
5206,2019,265.20834,47.39325,CONCEPCION,ANTIOQUIA,5.7399998,Urbana
5206,2020,211.05556,41.250053,CONCEPCION,ANTIOQUIA,6.2600002,Rural
5206,2020,241.03125,47.239975,CONCEPCION,ANTIOQUIA,6.2600002,Urbana
5209,2018,204.8983,39.61512,CONCORDIA,ANTIOQUIA,4.1999998,Rural
5209,2018,226.37975,40.82811,CONCORDIA,ANTIOQUIA,4.1999998,Urbana
5209,2019,163.39999,38.086388,CONCORDIA,ANTIOQUIA,4.29,Rural
5209,2019,218.33009,41.925095,CONCORDIA,ANTIOQUIA,4.29,Urbana
5209,2020,198.1282,40.642914,CONCORDIA,ANTIOQUIA,4.3899999,Rural
5209,2020,219.88962,42.994167,CONCORDIA,ANTIOQUIA,4.3899999,Urbana
5212,2018,263.01099,52.992935,COPACABANA,ANTIOQUIA,22.76,Rural
5212,2018,259.9238,53.843872,COPACABANA,ANTIOQUIA,22.76,Urbana
5212,2019,264.26761,55.027069,COPACABANA,ANTIOQUIA,23.059999,Rural
5212,2019,253.09799,54.474808,COPACABANA,ANTIOQUIA,23.059999,Urbana
5212,2020,273.13333,56.546543,COPACABANA,ANTIOQUIA,24.620001,Rural
5212,2020,259.04349,54.777126,COPACABANA,ANTIOQUIA,24.620001,Urbana
5234,2018,191.15068,40.38018,DABEIBA,ANTIOQUIA,4.2199998,Rural
5234,2018,223.40411,44.496777,DABEIBA,ANTIOQUIA,4.2199998,Urbana
5234,2019,183,39.262856,DABEIBA,ANTIOQUIA,5.29,Rural
5234,2019,224.28049,43.897923,DABEIBA,ANTIOQUIA,5.29,Urbana
5234,2020,190.03159,39.799225,DABEIBA,ANTIOQUIA,6.8099999,Rural
5234,2020,224.15079,44.767326,DABEIBA,ANTIOQUIA,6.8099999,Urbana
5237,2018,248.71428,45.250332,DON MATIAS,ANTIOQUIA,12.07,Rural
5237,2018,257.66666,50.528275,DON MATIAS,ANTIOQUIA,12.07,Urbana
5237,2019,236.67647,43.838123,DON MATIAS,ANTIOQUIA,13.43,Rural
5237,2019,256.34958,51.81213,DON MATIAS,ANTIOQUIA,13.43,Urbana
5237,2020,232.42105,44.416473,DON MATIAS,ANTIOQUIA,14.16,Rural
5237,2020,249.21239,49.918255,DON MATIAS,ANTIOQUIA,14.16,Urbana
5240,2018,225.94545,41.302078,EBEJICO,ANTIOQUIA,4.9400001,Rural
5240,2018,240.95,50.356499,EBEJICO,ANTIOQUIA,4.9400001,Urbana
5240,2019,222.625,43.498062,EBEJICO,ANTIOQUIA,4.79,Rural
5240,2019,249.575,51.501602,EBEJICO,ANTIOQUIA,4.79,Urbana
5240,2020,216.07895,42.238655,EBEJICO,ANTIOQUIA,5.1300001,Rural
5240,2020,238.75,49.272102,EBEJICO,ANTIOQUIA,5.1300001,Urbana
5250,2018,203.63158,40.652817,EL BAGRE,ANTIOQUIA,5.77,Rural
5250,2018,225.86223,45.221703,EL BAGRE,ANTIOQUIA,5.77,Urbana
5250,2019,193.15044,41.144695,EL BAGRE,ANTIOQUIA,5.52,Rural
5250,2019,226.11948,45.018848,EL BAGRE,ANTIOQUIA,5.52,Urbana
5250,2020,200.11765,43.050369,EL BAGRE,ANTIOQUIA,7.75,Rural
5250,2020,219.20895,48.155834,EL BAGRE,ANTIOQUIA,7.75,Urbana
5264,2018,226.85715,46.550526,ENTRERRIOS,ANTIOQUIA,8.1300001,Rural
5264,2018,259.5303,49.404961,ENTRERRIOS,ANTIOQUIA,8.1300001,Urbana
5264,2019,222.75,43.580379,ENTRERRIOS,ANTIOQUIA,12.18,Rural
5264,2019,258.78946,48.519581,ENTRERRIOS,ANTIOQUIA,12.18,Urbana
5264,2020,224.21428,44.766163,ENTRERRIOS,ANTIOQUIA,15.66,Rural
5264,2020,246.52,51.475193,ENTRERRIOS,ANTIOQUIA,15.66,Urbana
5266,2018,301.77194,65.32225,ENVIGADO,ANTIOQUIA,30.74,Rural
5266,2018,284.97925,61.242126,ENVIGADO,ANTIOQUIA,30.74,Urbana
5266,2019,296.33038,65.477158,ENVIGADO,ANTIOQUIA,31.35,Rural
5266,2019,280.90448,61.307655,ENVIGADO,ANTIOQUIA,31.35,Urbana
5266,2020,284.21155,60.435284,ENVIGADO,ANTIOQUIA,31.84,Rural
5266,2020,280.50369,61.316029,ENVIGADO,ANTIOQUIA,31.84,Urbana
5282,2018,220.05769,42.75658,FREDONIA,ANTIOQUIA,7.3400002,Rural
5282,2018,226.40741,47.530647,FREDONIA,ANTIOQUIA,7.3400002,Urbana
5282,2019,216.08163,43.125889,FREDONIA,ANTIOQUIA,8.3500004,Rural
5282,2019,224.91237,46.587421,FREDONIA,ANTIOQUIA,8.3500004,Urbana
5282,2020,233.38182,45.773766,FREDONIA,ANTIOQUIA,6.79,Rural
5282,2020,220.61038,46.833675,FREDONIA,ANTIOQUIA,6.79,Urbana
5284,2018,214.05661,40.423126,FRONTINO,ANTIOQUIA,5.5300002,Rural
5284,2018,244.93431,46.315067,FRONTINO,ANTIOQUIA,5.5300002,Urbana
5284,2019,226.30769,39.918968,FRONTINO,ANTIOQUIA,6.5,Rural
5284,2019,238.79195,47.119473,FRONTINO,ANTIOQUIA,6.5,Urbana
5284,2020,219.50943,41.221806,FRONTINO,ANTIOQUIA,7.23,Rural
5284,2020,245.39444,46.092442,FRONTINO,ANTIOQUIA,7.23,Urbana
5306,2018,205.89796,40.948792,GIRALDO,ANTIOQUIA,3.6099999,Rural
5306,2018,239.55556,46.990257,GIRALDO,ANTIOQUIA,3.6099999,Urbana
5306,2019,202.62746,42.577232,GIRALDO,ANTIOQUIA,3.6099999,Rural
5306,2019,250.21622,41.758965,GIRALDO,ANTIOQUIA,3.6099999,Urbana
5306,2020,192.40816,40.876556,GIRALDO,ANTIOQUIA,3.8099999,Rural
5306,2020,250.41861,44.709675,GIRALDO,ANTIOQUIA,3.8099999,Urbana
5308,2018,238.5,46.019295,GIRARDOTA,ANTIOQUIA,14.61,Rural
5308,2018,264.0766,54.008972,GIRARDOTA,ANTIOQUIA,14.61,Urbana
5308,2019,232.34117,48.417564,GIRARDOTA,ANTIOQUIA,14.75,Rural
5308,2019,263.33249,54.608006,GIRARDOTA,ANTIOQUIA,14.75,Urbana
5308,2020,238.28169,48.524773,GIRARDOTA,ANTIOQUIA,16.57,Rural
5308,2020,262.12009,53.939034,GIRARDOTA,ANTIOQUIA,16.57,Urbana
5310,2018,234.19231,46.169289,GOMEZ PLATA,ANTIOQUIA,7.9699998,Rural
5310,2018,231.59375,43.598927,GOMEZ PLATA,ANTIOQUIA,7.9699998,Urbana
5310,2019,229.09525,42.879871,GOMEZ PLATA,ANTIOQUIA,8.9200001,Rural
5310,2019,235.69354,47.037529,GOMEZ PLATA,ANTIOQUIA,8.9200001,Urbana
5310,2020,224.33333,42.954296,GOMEZ PLATA,ANTIOQUIA,9.9700003,Rural
5310,2020,237.7738,45.936428,GOMEZ PLATA,ANTIOQUIA,9.9700003,Urbana
5313,2018,240.15384,37.080585,GRANADA,ANTIOQUIA,4.4200001,Rural
5313,2018,261.19,45.420601,GRANADA,ANTIOQUIA,4.4200001,Urbana
5313,2019,229,39.697407,GRANADA,ANTIOQUIA,7.3299999,Rural
5313,2019,241.01563,46.032726,GRANADA,ANTIOQUIA,7.3299999,Urbana
5313,2020,230,35.798576,GRANADA,ANTIOQUIA,8.75,Rural
5313,2020,259.97827,47.269917,GRANADA,ANTIOQUIA,8.75,Urbana
5315,2018,202.78572,41.888371,GUADALUPE,ANTIOQUIA,6.1399999,Rural
5315,2018,227.01923,45.690052,GUADALUPE,ANTIOQUIA,6.1399999,Urbana
5315,2019,189.44,40.148964,GUADALUPE,ANTIOQUIA,6.3600001,Rural
5315,2019,246.15625,42.596611,GUADALUPE,ANTIOQUIA,6.3600001,Urbana
5315,2020,199.05556,39.357903,GUADALUPE,ANTIOQUIA,6.4699998,Rural
5315,2020,244.70454,46.299629,GUADALUPE,ANTIOQUIA,6.4699998,Urbana
5318,2018,255.39436,48.401245,GUARNE,ANTIOQUIA,12.57,Rural
5318,2018,268.65771,51.882652,GUARNE,ANTIOQUIA,12.57,Urbana
